2015-07-06 17:23:09.423858	100446132
2015-07-06 17:23:09.624051	102731589
2015-07-06 17:23:09.759308	104013343
2015-07-06 17:23:11.027601	10421
2015-07-06 17:23:44.900041	10578
2015-07-06 17:23:47.342188	10584
2015-07-06 17:23:48.867654	10596
2015-07-06 17:23:49.063810	10751643
2015-07-06 17:23:55.243063	108182525
2015-07-06 17:23:55.410673	109314079
2015-07-06 17:23:55.525288	1120
2015-07-06 17:23:57.118213	1125
2015-07-06 17:23:57.914769	123753245
2015-07-06 17:23:58.134457	1247228
2015-07-06 17:24:10.311477	13043076
2015-07-06 17:24:13.388041	13043434
2015-07-06 17:24:13.646593	1320
2015-07-06 17:24:38.958724	133053516
2015-07-06 17:24:41.209005	133289529
2015-07-06 17:24:44.742549	134849434
2015-07-06 17:24:44.967277	1407
2015-07-06 17:24:45.228513	141108567
2015-07-06 17:24:45.390033	142144711
2015-07-06 17:24:50.852121	142159702
2015-07-06 17:24:54.069010	142165271
2015-07-06 17:24:57.161370	142362343
2015-07-06 17:25:00.113091	142674335
2015-07-06 17:25:02.499752	142686393
2015-07-06 17:25:04.986226	146415473
2015-07-06 17:25:05.112252	146863251
2015-07-06 17:25:05.257142	146867860
2015-07-06 17:25:07.563887	149394554
2015-07-06 17:25:07.670098	149960304
2015-07-06 17:25:14.072291	149964335
2015-07-06 17:25:14.185726	151758322
2015-07-06 17:25:14.295951	155884991
2015-07-06 17:25:14.421345	160802707
2015-07-06 17:25:14.553890	160812804
2015-07-06 17:25:15.889561	163197370
2015-07-06 17:25:17.556390	1644
2015-07-06 17:25:17.765132	166835612
2015-07-06 17:25:19.439982	170189652
2015-07-06 17:25:19.623364	171226397
2015-07-06 17:25:23.741033	171227400
2015-07-06 17:25:23.883535	171249692
2015-07-06 17:25:23.988402	174394149
2015-07-06 17:25:25.233959	174936
2015-07-06 17:25:26.767026	17555
2015-07-06 17:25:40.793789	177055463
2015-07-06 17:25:44.569143	179298942
2015-07-06 17:25:44.818113	179420911
2015-07-06 17:25:46.344257	179454053
2015-07-06 17:25:46.544031	180176655
2015-07-06 17:25:46.673392	180176696
2015-07-06 17:25:46.833317	180176788
2015-07-06 17:25:46.968925	180336837
2015-07-06 17:25:47.209516	180456029
2015-07-06 17:25:48.461120	180463327
2015-07-06 17:25:48.638312	180493686
2015-07-06 17:25:48.875986	181507234
2015-07-06 17:25:49.015327	182592476
2015-07-06 17:25:49.180808	183845
2015-07-06 17:25:57.930928	185732153
2015-07-06 17:25:58.114742	185764642
2015-07-06 17:25:58.297166	185773591
2015-07-06 17:25:58.451413	185831489
2015-07-06 17:26:03.681723	187787411
2015-07-06 17:26:04.956957	188858609
2015-07-06 17:26:05.110591	188859836
2015-07-06 17:26:05.256789	188863391
2015-07-06 17:26:05.421604	18896087
2015-07-06 17:26:14.799321	194508346
2015-07-06 17:26:14.961451	197863990
2015-07-06 17:26:15.169918	200015806
2015-07-06 17:26:16.591399	200176326
2015-07-06 17:26:18.090937	200179317
2015-07-06 17:26:20.100163	200187385
2015-07-06 17:26:21.208952	200508346
2015-07-06 17:26:21.324124	201323382
2015-07-06 17:26:23.442893	201633175
2015-07-06 17:26:28.852028	202784510
2015-07-06 17:26:31.027373	203391105
2015-07-06 17:26:33.084333	203395372
2015-07-06 17:26:36.312681	203416608
2015-07-06 17:26:38.338057	203567247
2015-07-06 17:26:38.437658	203891428
2015-07-06 17:26:41.388654	203895621
2015-07-06 17:26:42.839502	204083070
2015-07-06 17:26:43.009685	204636387
2015-07-06 17:26:43.191805	205097908
2015-07-06 17:26:43.369749	205111771
2015-07-06 17:26:45.731452	205126506
2015-07-06 17:26:45.883302	205129980
2015-07-06 17:26:48.123405	205787438
2015-07-06 17:26:52.757790	205938855
2015-07-06 17:26:56.749625	205953246
2015-07-06 17:26:59.142116	206075319
2015-07-06 17:27:00.253335	206231787
2015-07-06 17:27:00.446014	206241399
2015-07-06 17:27:00.589187	206280697
2015-07-06 17:27:00.779877	206295942
2015-07-06 17:27:00.877996	2126764
2015-07-06 17:27:26.187458	2158
2015-07-06 17:27:26.482996	2178
2015-07-06 17:27:26.706755	2256
2015-07-06 17:27:26.976414	2526
2015-07-06 17:27:27.217212	254110
2015-07-06 17:27:27.468377	2564
2015-07-06 17:29:07.249121	2792
2015-07-06 17:29:07.499960	2807
2015-07-06 17:29:07.770917	2854
2015-07-06 17:29:09.558440	42469359
2015-07-06 17:29:27.201721	48224452
2015-07-06 17:29:27.453201	48226148
2015-07-06 17:29:33.201170	49520759
2015-07-06 17:29:33.443804	51099979
2015-07-06 17:29:45.454772	51107142
2015-07-06 17:29:48.355652	53183539
2015-07-06 17:29:49.489181	55625
2015-07-06 17:29:55.439721	56873
2015-07-06 17:29:55.686261	57612692
2015-07-06 17:29:55.937008	57613949
2015-07-06 17:30:06.480298	59583650
2015-07-06 17:30:06.709230	626097
2015-07-06 17:30:06.929975	71284
2015-07-06 17:30:17.909390	76806030
2015-07-06 17:30:33.612091	76806607
2015-07-06 17:30:33.846631	8237
2015-07-06 17:30:56.272861	8382
2015-07-06 17:30:56.578205	85092142
2015-07-06 17:31:00.148567	85093377
2015-07-06 17:31:00.426705	85105468
2015-07-06 17:31:00.640104	85112606
2015-07-06 17:31:01.955064	85121515
2015-07-06 17:31:09.483001	85577581
